mun,tourist_facilities,year,f_tourist_acc,f_tourist_beds
080023,Rural tourism,2011,2,9
080023,Rural tourism,2012,2,9
080023,Rural tourism,2013,2,9
080023,Rural tourism,2014,2,9
080023,Rural tourism,2015,2,9
080023,Rural tourism,2016,2,9
080023,Rural tourism,2017,2,9
080023,Rural tourism,2018,2,9
080023,Rural tourism,2019,2,9
080023,Rural tourism,2020,3,24
080023,Rural tourism,2021,3,24
080023,Rural tourism,2022,3,24
080039,Campsites,2003,0,0
080039,Campsites,2004,0,0
080039,Campsites,2005,0,0
080039,Campsites,2006,0,0
080039,Campsites,2007,0,0
080039,Campsites,2008,0,0
080039,Campsites,2009,0,0
080039,Campsites,2010,0,0
080039,Campsites,2011,0,0
080039,Campsites,2012,0,0
080039,Campsites,2013,0,0
080039,Campsites,2014,0,0
080039,Campsites,2015,0,0
080039,Campsites,2016,0,0
080039,Campsites,2017,0,0
080039,Campsites,2018,0,0
080039,Campsites,2019,0,0
080039,Campsites,2020,0,0
080039,Campsites,2021,0,0
080039,Campsites,2022,0,0
080039,Hotels,2003,1,18
080039,Hotels,2004,1,18
080039,Hotels,2005,1,18
080039,Hotels,2006,1,18
080039,Hotels,2007,1,18
080039,Hotels,2008,1,18
080039,Hotels,2009,1,18
080039,Hotels,2010,1,18
080039,Hotels,2011,1,18
080039,Hotels,2012,1,18
080039,Hotels,2013,1,18
080039,Hotels,2014,1,18
080039,Hotels,2015,1,18
080039,Hotels,2016,2,84
080039,Hotels,2017,2,84
080039,Hotels,2018,2,84
080039,Hotels,2019,2,84
080039,Hotels,2020,2,84
080039,Hotels,2021,2,84
080039,Hotels,2022,2,84
080039,Rural tourism,2007,0,0
080039,Rural tourism,2008,0,0
080039,Rural tourism,2009,0,0
080039,Rural tourism,2010,0,0
080039,Rural tourism,2011,0,0
080039,Rural tourism,2012,0,0
080039,Rural tourism,2013,0,0
080039,Rural tourism,2014,0,0
080039,Rural tourism,2015,0,0
080039,Rural tourism,2016,0,0
080039,Rural tourism,2017,0,0
080039,Rural tourism,2018,0,0
080039,Rural tourism,2019,0,0
080039,Rural tourism,2020,0,0
080039,Rural tourism,2021,0,0
080039,Rural tourism,2022,0,0
080044,Campsites,2003,0,0
080044,Campsites,2004,0,0
080044,Campsites,2005,0,0
080044,Campsites,2006,0,0
080044,Campsites,2007,0,0
080044,Campsites,2008,0,0
080044,Campsites,2009,0,0
080044,Campsites,2010,0,0
080044,Campsites,2011,0,0
080044,Campsites,2012,0,0
080044,Campsites,2013,0,0
080044,Campsites,2014,0,0
080044,Campsites,2015,0,0
080044,Campsites,2016,0,0
080044,Campsites,2017,0,0
080044,Campsites,2018,0,0
080044,Campsites,2019,0,0
080044,Campsites,2020,0,0
080044,Campsites,2021,0,0
080044,Campsites,2022,0,0
080044,Hotels,2003,1,12
080044,Hotels,2004,1,12
080044,Hotels,2005,1,12
080044,Hotels,2006,1,12
080044,Hotels,2007,1,12
080044,Hotels,2008,1,12
080044,Hotels,2009,1,12
080044,Hotels,2010,1,12
080044,Hotels,2011,1,12
080044,Hotels,2012,1,12
080044,Hotels,2013,1,12
080044,Hotels,2014,1,12
080044,Hotels,2015,1,12
080044,Hotels,2016,1,12
080044,Hotels,2017,1,12
080044,Hotels,2018,1,12
080044,Hotels,2019,1,12
080044,Hotels,2020,1,12
080044,Hotels,2021,1,12
080044,Hotels,2022,1,12
080044,Rural tourism,2007,1,9
080044,Rural tourism,2008,2,17
080044,Rural tourism,2009,3,29
080044,Rural tourism,2010,3,29
080044,Rural tourism,2011,3,29
080044,Rural tourism,2012,3,29
080044,Rural tourism,2013,3,29
080044,Rural tourism,2014,3,29
080044,Rural tourism,2015,3,29
080044,Rural tourism,2016,3,29
080044,Rural tourism,2017,3,29
080044,Rural tourism,2018,3,29
080044,Rural tourism,2019,3,29
080044,Rural tourism,2020,3,29
080044,Rural tourism,2021,3,29
080044,Rural tourism,2022,3,29
080057,Campsites,2003,0,0
080057,Campsites,2004,0,0
080057,Campsites,2005,0,0
080057,Campsites,2006,0,0
080057,Campsites,2007,0,0
080057,Campsites,2008,0,0
080057,Campsites,2009,0,0
080057,Campsites,2010,0,0
080057,Campsites,2011,0,0
080057,Campsites,2012,0,0
080057,Campsites,2013,0,0
080057,Campsites,2014,0,0
080057,Campsites,2015,0,0
080057,Campsites,2016,0,0
080057,Campsites,2017,0,0
080057,Campsites,2018,0,0
080057,Campsites,2019,0,0
080057,Campsites,2020,0,0
080057,Campsites,2021,0,0
080057,Campsites,2022,0,0
080057,Hotels,2003,0,0
080057,Hotels,2004,0,0
080057,Hotels,2005,0,0
080057,Hotels,2006,0,0
080057,Hotels,2007,0,0
080057,Hotels,2008,0,0
080057,Hotels,2009,0,0
080057,Hotels,2010,0,0
080057,Hotels,2011,0,0
080057,Hotels,2012,0,0
080057,Hotels,2013,0,0
080057,Hotels,2014,0,0
080057,Hotels,2015,0,0
080057,Hotels,2016,0,0
080057,Hotels,2017,0,0
080057,Hotels,2018,0,0
080057,Hotels,2019,0,0
080057,Hotels,2020,0,0
080057,Hotels,2021,0,0
080057,Hotels,2022,0,0
080057,Rural tourism,2007,0,0
080057,Rural tourism,2008,3,19
080057,Rural tourism,2009,4,27
080057,Rural tourism,2010,4,27
080057,Rural tourism,2011,4,27
080057,Rural tourism,2012,4,27
080057,Rural tourism,2013,4,27
080057,Rural tourism,2014,5,29
080057,Rural tourism,2015,4,27
080057,Rural tourism,2016,5,30
080057,Rural tourism,2017,5,30
080057,Rural tourism,2018,5,30
080057,Rural tourism,2019,5,30
080057,Rural tourism,2020,5,30
080057,Rural tourism,2021,5,30
080057,Rural tourism,2022,5,30
080060,Campsites,2003,3,1086
080060,Campsites,2004,3,1086
080060,Campsites,2005,3,1086
080060,Campsites,2006,3,1086
080060,Campsites,2007,3,1086
080060,Campsites,2008,3,1086
080060,Campsites,2009,3,1086
080060,Campsites,2010,3,1086
080060,Campsites,2011,3,1302
080060,Campsites,2012,3,1302
080060,Campsites,2013,3,1302
080060,Campsites,2014,3,1302
080060,Campsites,2015,3,1302
080060,Campsites,2016,3,1302
080060,Campsites,2017,3,1302
080060,Campsites,2018,3,1302
080060,Campsites,2019,3,1302
080060,Campsites,2020,3,1302
080060,Campsites,2021,3,1302
080060,Campsites,2022,3,1302
080060,Hotels,2003,4,73
080060,Hotels,2004,4,61
080060,Hotels,2005,5,73
080060,Hotels,2006,5,73
080060,Hotels,2007,5,73
080060,Hotels,2008,5,73
080060,Hotels,2009,5,73
080060,Hotels,2010,6,81
080060,Hotels,2011,6,81
080060,Hotels,2012,6,81
080060,Hotels,2013,5,60
080060,Hotels,2014,5,60
080060,Hotels,2015,5,60
080060,Hotels,2016,7,123
080060,Hotels,2017,7,123
080060,Hotels,2018,7,123
080060,Hotels,2019,7,123
080060,Hotels,2020,7,123
080060,Hotels,2021,7,123
080060,Hotels,2022,7,123
080060,Rural tourism,2007,0,0
080060,Rural tourism,2008,0,0
080060,Rural tourism,2009,0,0
080060,Rural tourism,2010,0,0
080060,Rural tourism,2011,0,0
080060,Rural tourism,2012,0,0
080060,Rural tourism,2013,0,0
080060,Rural tourism,2014,0,0
080060,Rural tourism,2015,0,0
080060,Rural tourism,2016,0,0
080060,Rural tourism,2017,0,0
080060,Rural tourism,2018,0,0
080060,Rural tourism,2019,0,0
080060,Rural tourism,2020,0,0
080060,Rural tourism,2021,0,0
080060,Rural tourism,2022,0,0
080076,Campsites,2003,0,0
080076,Campsites,2004,0,0
080076,Campsites,2005,0,0
080076,Campsites,2006,0,0
080076,Campsites,2007,0,0
080076,Campsites,2008,0,0
080076,Campsites,2009,0,0
080076,Campsites,2010,0,0
080076,Campsites,2011,0,0
080076,Campsites,2012,0,0
080076,Campsites,2013,0,0
080076,Campsites,2014,0,0
080076,Campsites,2015,0,0
080076,Campsites,2016,0,0
080076,Campsites,2017,0,0
080076,Campsites,2018,0,0
080076,Campsites,2019,0,0
080076,Campsites,2020,0,0
080076,Campsites,2021,0,0
080076,Campsites,2022,0,0
080076,Hotels,2003,1,5
080076,Hotels,2004,1,5
080076,Hotels,2005,1,5
080076,Hotels,2006,1,5
080076,Hotels,2007,1,5
080076,Hotels,2008,1,5
080076,Hotels,2009,1,5
080076,Hotels,2010,1,5
080076,Hotels,2011,1,5
080076,Hotels,2012,1,5
080076,Hotels,2013,1,5
080076,Hotels,2014,1,5
080076,Hotels,2015,1,5
080076,Hotels,2016,1,5
080076,Hotels,2017,0,0
080076,Hotels,2018,0,0
080076,Hotels,2019,0,0
080076,Hotels,2020,0,0
080076,Hotels,2021,0,0
080076,Hotels,2022,0,0
080076,Rural tourism,2007,0,0
080076,Rural tourism,2008,0,0
080076,Rural tourism,2009,0,0
080076,Rural tourism,2010,0,0
080076,Rural tourism,2011,0,0
080076,Rural tourism,2012,0,0
080076,Rural tourism,2013,0,0
080076,Rural tourism,2014,0,0
080076,Rural tourism,2015,0,0
080076,Rural tourism,2016,0,0
080076,Rural tourism,2017,0,0
080076,Rural tourism,2018,0,0
080076,Rural tourism,2019,0,0
080076,Rural tourism,2020,0,0
080076,Rural tourism,2021,0,0
080076,Rural tourism,2022,0,0
080082,Campsites,2003,0,0
080082,Campsites,2004,0,0
080082,Campsites,2005,0,0
080082,Campsites,2006,0,0
080082,Campsites,2007,0,0
080082,Campsites,2008,0,0
080082,Campsites,2009,0,0
080082,Campsites,2010,0,0
080082,Campsites,2011,0,0
080082,Campsites,2012,0,0
080082,Campsites,2013,0,0
080082,Campsites,2014,0,0
080082,Campsites,2015,0,0
080082,Campsites,2016,0,0
080082,Campsites,2017,0,0
080082,Campsites,2018,0,0
080082,Campsites,2019,0,0
080082,Campsites,2020,0,0
080082,Campsites,2021,0,0
080082,Campsites,2022,0,0
080082,Hotels,2003,0,0
080082,Hotels,2004,0,0
080082,Hotels,2005,0,0
080082,Hotels,2006,0,0
080082,Hotels,2007,0,0
080082,Hotels,2008,0,0
080082,Hotels,2009,0,0
080082,Hotels,2010,0,0
080082,Hotels,2011,0,0
080082,Hotels,2012,0,0
080082,Hotels,2013,0,0
080082,Hotels,2014,0,0
080082,Hotels,2015,0,0
080082,Hotels,2016,0,0
080082,Hotels,2017,0,0
080082,Hotels,2018,0,0
080082,Hotels,2019,0,0
080082,Hotels,2020,0,0
080082,Hotels,2021,0,0
080082,Hotels,2022,0,0
080082,Rural tourism,2007,2,10
080082,Rural tourism,2008,2,10
080082,Rural tourism,2009,2,10
080082,Rural tourism,2010,2,10
080082,Rural tourism,2011,2,12
080082,Rural tourism,2012,2,12
080082,Rural tourism,2013,2,12
080082,Rural tourism,2014,2,12
080082,Rural tourism,2015,2,12
080082,Rural tourism,2016,2,12
080082,Rural tourism,2017,2,12
080082,Rural tourism,2018,2,12
080082,Rural tourism,2019,2,12
080082,Rural tourism,2020,2,12
080082,Rural tourism,2021,2,12
080082,Rural tourism,2022,2,12
080095,Campsites,2003,0,0
080095,Campsites,2004,0,0
080095,Campsites,2005,0,0
080095,Campsites,2006,0,0
080095,Campsites,2007,0,0
080095,Campsites,2008,0,0
080095,Campsites,2009,0,0
080095,Campsites,2010,0,0
080095,Campsites,2011,0,0
080095,Campsites,2012,0,0
080095,Campsites,2013,0,0
080095,Campsites,2014,0,0
080095,Campsites,2015,0,0
080095,Campsites,2016,0,0
080095,Campsites,2017,0,0
080095,Campsites,2018,0,0
080095,Campsites,2019,0,0
080095,Campsites,2020,0,0
080095,Campsites,2021,0,0
080095,Campsites,2022,0,0
080095,Hotels,2003,1,84
080095,Hotels,2004,1,84
080095,Hotels,2005,1,84
080095,Hotels,2006,1,84
080095,Hotels,2007,1,84
080095,Hotels,2008,1,84
080095,Hotels,2009,1,84
080095,Hotels,2010,1,84
080095,Hotels,2011,1,84
080095,Hotels,2012,1,84
080095,Hotels,2013,1,84
080095,Hotels,2014,0,0
080095,Hotels,2015,0,0
080095,Hotels,2016,0,0
080095,Hotels,2017,0,0
080095,Hotels,2018,0,0
080095,Hotels,2019,0,0
080095,Hotels,2020,1,11
080095,Hotels,2021,1,11
080095,Hotels,2022,1,11
080095,Rural tourism,2007,0,0
080095,Rural tourism,2008,0,0
080095,Rural tourism,2009,0,0
080095,Rural tourism,2010,0,0
080095,Rural tourism,2011,0,0
080095,Rural tourism,2012,0,0
080095,Rural tourism,2013,0,0
080095,Rural tourism,2014,0,0
080095,Rural tourism,2015,0,0
080095,Rural tourism,2016,0,0
080095,Rural tourism,2017,0,0
080095,Rural tourism,2018,1,11
080095,Rural tourism,2019,0,0
080095,Rural tourism,2020,0,0
080095,Rural tourism,2021,0,0
080095,Rural tourism,2022,0,0
080109,Campsites,2003,0,0
080109,Campsites,2004,0,0
080109,Campsites,2005,0,0
080109,Campsites,2006,0,0
080109,Campsites,2007,0,0
080109,Campsites,2008,0,0
080109,Campsites,2009,0,0
080109,Campsites,2010,0,0
080109,Campsites,2011,0,0
080109,Campsites,2012,0,0
080109,Campsites,2013,0,0
080109,Campsites,2014,0,0
080109,Campsites,2015,0,0
080109,Campsites,2016,0,0
080109,Campsites,2017,0,0
080109,Campsites,2018,0,0
080109,Campsites,2019,0,0
080109,Campsites,2020,0,0
080109,Campsites,2021,0,0
080109,Campsites,2022,0,0
080109,Hotels,2003,0,0
080109,Hotels,2004,0,0
080109,Hotels,2005,0,0
080109,Hotels,2006,0,0
080109,Hotels,2007,0,0
080109,Hotels,2008,0,0
080109,Hotels,2009,0,0
080109,Hotels,2010,0,0
080109,Hotels,2011,0,0
080109,Hotels,2012,0,0
080109,Hotels,2013,0,0
080109,Hotels,2014,0,0
080109,Hotels,2015,0,0
080109,Hotels,2016,0,0
080109,Hotels,2017,0,0
080109,Hotels,2018,0,0
080109,Hotels,2019,0,0
080109,Hotels,2020,0,0
080109,Hotels,2021,0,0
080109,Hotels,2022,0,0
080109,Rural tourism,2007,0,0
080109,Rural tourism,2008,0,0
080109,Rural tourism,2009,0,0
080109,Rural tourism,2010,0,0
080109,Rural tourism,2011,0,0
080109,Rural tourism,2012,0,0
080109,Rural tourism,2013,0,0
080109,Rural tourism,2014,0,0
080109,Rural tourism,2015,0,0
080109,Rural tourism,2016,1,7
080109,Rural tourism,2017,1,7
080109,Rural tourism,2018,1,7
080109,Rural tourism,2019,1,7
080109,Rural tourism,2020,1,7
080109,Rural tourism,2021,1,7
080109,Rural tourism,2022,1,7
080116,Campsites,2003,0,0
080116,Campsites,2004,0,0
080116,Campsites,2005,0,0
080116,Campsites,2006,0,0
080116,Campsites,2007,0,0
080116,Campsites,2008,1,108
080116,Campsites,2009,1,108
080116,Campsites,2010,1,108
080116,Campsites,2011,1,129
080116,Campsites,2012,1,129
080116,Campsites,2013,1,129
080116,Campsites,2014,1,129
080116,Campsites,2015,1,129
080116,Campsites,2016,1,129
080116,Campsites,2017,1,129
080116,Campsites,2018,1,129
080116,Campsites,2019,1,129
080116,Campsites,2020,1,129
080116,Campsites,2021,1,129
080116,Campsites,2022,1,129
080116,Hotels,2003,0,0
080116,Hotels,2004,0,0
080116,Hotels,2005,0,0
080116,Hotels,2006,0,0
080116,Hotels,2007,0,0
080116,Hotels,2008,0,0
080116,Hotels,2009,1,0
080116,Hotels,2010,1,16
080116,Hotels,2011,1,16
080116,Hotels,2012,1,16
080116,Hotels,2013,1,16
080116,Hotels,2014,1,16
080116,Hotels,2015,1,16
080116,Hotels,2016,1,16
080116,Hotels,2017,2,36
080116,Hotels,2018,2,36
080116,Hotels,2019,2,36
080116,Hotels,2020,2,36
080116,Hotels,2021,2,36
080116,Hotels,2022,2,36
080116,Rural tourism,2007,2,14
080116,Rural tourism,2008,3,26
080116,Rural tourism,2009,3,26
080116,Rural tourism,2010,3,26
080116,Rural tourism,2011,3,26
080116,Rural tourism,2012,3,26
080116,Rural tourism,2013,3,26
080116,Rural tourism,2014,3,26
080116,Rural tourism,2015,3,26
080116,Rural tourism,2016,3,26
080116,Rural tourism,2017,3,26
080116,Rural tourism,2018,3,26
080116,Rural tourism,2019,3,26
080116,Rural tourism,2020,4,41
080116,Rural tourism,2021,4,41
080116,Rural tourism,2022,5,45
080121,Campsites,2003,0,0
080121,Campsites,2004,0,0
080121,Campsites,2005,0,0
080121,Campsites,2006,0,0
080121,Campsites,2007,0,0
080121,Campsites,2008,0,0
080121,Campsites,2009,0,0
080121,Campsites,2010,0,0
080121,Campsites,2011,0,0
080121,Campsites,2012,0,0
080121,Campsites,2013,0,0
080121,Campsites,2014,0,0
080121,Campsites,2015,0,0
080121,Campsites,2016,0,0
080121,Campsites,2017,0,0
080121,Campsites,2018,0,0
080121,Campsites,2019,0,0
080121,Campsites,2020,0,0
080121,Campsites,2021,0,0
080121,Campsites,2022,0,0
080121,Hotels,2003,1,18
080121,Hotels,2004,1,18
080121,Hotels,2005,1,18
080121,Hotels,2006,1,18
080121,Hotels,2007,1,18
080121,Hotels,2008,1,18
080121,Hotels,2009,2,42
080121,Hotels,2010,2,42
080121,Hotels,2011,2,42
080121,Hotels,2012,2,42
080121,Hotels,2013,1,18
080121,Hotels,2014,1,18
080121,Hotels,2015,1,18
080121,Hotels,2016,1,18
080121,Hotels,2017,1,18
080121,Hotels,2018,1,18
080121,Hotels,2019,1,18
080121,Hotels,2020,1,18
080121,Hotels,2021,1,18
080121,Hotels,2022,1,18
080121,Rural tourism,2007,2,15
080121,Rural tourism,2008,2,15
080121,Rural tourism,2009,3,23
080121,Rural tourism,2010,3,23
080121,Rural tourism,2011,3,23
080121,Rural tourism,2012,3,23
080121,Rural tourism,2013,3,23
080121,Rural tourism,2014,3,23
080121,Rural tourism,2015,3,23
080121,Rural tourism,2016,3,23
080121,Rural tourism,2017,1,10
080121,Rural tourism,2018,1,10
080121,Rural tourism,2019,1,10
080121,Rural tourism,2020,1,10
080121,Rural tourism,2021,1,10
080121,Rural tourism,2022,1,10
080137,Campsites,2003,0,0
080137,Campsites,2004,0,0
080137,Campsites,2005,0,0
080137,Campsites,2006,0,0
080137,Campsites,2007,0,0
080137,Campsites,2008,0,0
080137,Campsites,2009,0,0
080137,Campsites,2010,0,0
080137,Campsites,2011,0,0
080137,Campsites,2012,0,0
080137,Campsites,2013,0,0
080137,Campsites,2014,0,0
080137,Campsites,2015,0,0
080137,Campsites,2016,0,0
080137,Campsites,2017,0,0
080137,Campsites,2018,0,0
080137,Campsites,2019,0,0
080137,Campsites,2020,0,0
080137,Campsites,2021,0,0
080137,Campsites,2022,0,0
080137,Hotels,2003,0,0
080137,Hotels,2004,0,0
080137,Hotels,2005,0,0
080137,Hotels,2006,0,0
080137,Hotels,2007,0,0
080137,Hotels,2008,0,0
080137,Hotels,2009,0,0
080137,Hotels,2010,0,0
080137,Hotels,2011,0,0
080137,Hotels,2012,0,0
080137,Hotels,2013,0,0
080137,Hotels,2014,0,0
080137,Hotels,2015,0,0
080137,Hotels,2016,0,0
080137,Hotels,2017,0,0
080137,Hotels,2018,0,0
080137,Hotels,2019,0,0
080137,Hotels,2020,0,0
080137,Hotels,2021,0,0
080137,Hotels,2022,0,0
080137,Rural tourism,2007,6,53
080137,Rural tourism,2008,6,53
080137,Rural tourism,2009,10,77
080137,Rural tourism,2010,10,77
080137,Rural tourism,2011,10,77
080137,Rural tourism,2012,10,77
080137,Rural tourism,2013,10,77
080137,Rural tourism,2014,10,77
080137,Rural tourism,2015,10,77
080137,Rural tourism,2016,9,68
080137,Rural tourism,2017,8,60
080137,Rural tourism,2018,8,60
080137,Rural tourism,2019,8,58
080137,Rural tourism,2020,8,58
080137,Rural tourism,2021,8,58
080137,Rural tourism,2022,8,58
080142,Campsites,2003,0,0
080142,Campsites,2004,0,0
080142,Campsites,2005,0,0
080142,Campsites,2006,0,0
080142,Campsites,2007,0,0
080142,Campsites,2008,0,0
080142,Campsites,2009,0,0
080142,Campsites,2010,0,0
080142,Campsites,2011,0,0
080142,Campsites,2012,0,0
080142,Campsites,2013,0,0
080142,Campsites,2014,0,0
080142,Campsites,2015,0,0
080142,Campsites,2016,0,0
080142,Campsites,2017,0,0
080142,Campsites,2018,0,0
080142,Campsites,2019,0,0
080142,Campsites,2020,0,0
080142,Campsites,2021,0,0
080142,Campsites,2022,0,0
080142,Hotels,2003,0,0
080142,Hotels,2004,0,0
080142,Hotels,2005,0,0
080142,Hotels,2006,0,0
080142,Hotels,2007,0,0
080142,Hotels,2008,0,0
080142,Hotels,2009,0,0
080142,Hotels,2010,0,0
080142,Hotels,2011,0,0
080142,Hotels,2012,0,0
080142,Hotels,2013,0,0
080142,Hotels,2014,1,15
080142,Hotels,2015,1,15
080142,Hotels,2016,1,15
080142,Hotels,2017,1,15
080142,Hotels,2018,1,15
080142,Hotels,2019,1,15
080142,Hotels,2020,1,15
080142,Hotels,2021,1,15
080142,Hotels,2022,1,15
080142,Rural tourism,2007,0,0
080142,Rural tourism,2008,0,0
080142,Rural tourism,2009,0,0
080142,Rural tourism,2010,0,0
080142,Rural tourism,2011,0,0
080142,Rural tourism,2012,0,0
080142,Rural tourism,2013,0,0
080142,Rural tourism,2014,0,0
080142,Rural tourism,2015,0,0
080142,Rural tourism,2016,0,0
080142,Rural tourism,2017,0,0
080142,Rural tourism,2018,0,0
080142,Rural tourism,2019,0,0
080142,Rural tourism,2020,0,0
080142,Rural tourism,2021,0,0
080142,Rural tourism,2022,0,0
080155,Campsites,2003,0,0
080155,Campsites,2004,0,0
080155,Campsites,2005,0,0
080155,Campsites,2006,0,0
080155,Campsites,2007,0,0
080155,Campsites,2008,0,0
080155,Campsites,2009,0,0
080155,Campsites,2010,0,0
080155,Campsites,2011,0,0
080155,Campsites,2012,0,0
080155,Campsites,2013,0,0
080155,Campsites,2014,0,0
080155,Campsites,2015,0,0
080155,Campsites,2016,0,0
080155,Campsites,2017,0,0
080155,Campsites,2018,0,0
080155,Campsites,2019,0,0
080155,Campsites,2020,0,0
080155,Campsites,2021,0,0
080155,Campsites,2022,0,0
080155,Hotels,2003,8,289
080155,Hotels,2004,7,267
080155,Hotels,2005,7,267
080155,Hotels,2006,7,267
080155,Hotels,2007,8,289
080155,Hotels,2008,8,289
080155,Hotels,2009,8,289
080155,Hotels,2010,8,301
080155,Hotels,2011,8,300
080155,Hotels,2012,7,258
080155,Hotels,2013,8,528
080155,Hotels,2014,8,528
080155,Hotels,2015,8,528
080155,Hotels,2016,8,528
080155,Hotels,2017,8,528
080155,Hotels,2018,9,538
080155,Hotels,2019,10,547
080155,Hotels,2020,10,547
080155,Hotels,2021,10,547
080155,Hotels,2022,12,922
080155,Rural tourism,2007,0,0
080155,Rural tourism,2008,0,0
080155,Rural tourism,2009,0,0
080155,Rural tourism,2010,0,0
080155,Rural tourism,2011,0,0
080155,Rural tourism,2012,0,0
080155,Rural tourism,2013,0,0
080155,Rural tourism,2014,0,0
080155,Rural tourism,2015,0,0
080155,Rural tourism,2016,0,0
080155,Rural tourism,2017,0,0
080155,Rural tourism,2018,0,0
080155,Rural tourism,2019,0,0
080155,Rural tourism,2020,0,0
080155,Rural tourism,2021,0,0
080155,Rural tourism,2022,0,0
080168,Campsites,2003,1,200
080168,Campsites,2004,1,200
080168,Campsites,2005,1,200
080168,Campsites,2006,1,200
080168,Campsites,2007,1,200
080168,Campsites,2008,1,200
080168,Campsites,2009,1,200
080168,Campsites,2010,1,200
080168,Campsites,2011,1,240
080168,Campsites,2012,1,240
080168,Campsites,2013,1,240
080168,Campsites,2014,1,240
080168,Campsites,2015,1,240
080168,Campsites,2016,1,240
080168,Campsites,2017,1,240
080168,Campsites,2018,1,240
080168,Campsites,2019,1,240
080168,Campsites,2020,1,240
080168,Campsites,2021,1,240
080168,Campsites,2022,1,240
080168,Hotels,2003,3,81
080168,Hotels,2004,3,76
080168,Hotels,2005,3,76
080168,Hotels,2006,3,76
080168,Hotels,2007,5,152
080168,Hotels,2008,5,152
080168,Hotels,2009,5,152
080168,Hotels,2010,5,159
080168,Hotels,2011,5,159
080168,Hotels,2012,5,159
080168,Hotels,2013,5,159
080168,Hotels,2014,5,159
080168,Hotels,2015,5,159
080168,Hotels,2016,5,159
080168,Hotels,2017,5,159
080168,Hotels,2018,5,159
080168,Hotels,2019,5,159
080168,Hotels,2020,5,159
080168,Hotels,2021,5,159
080168,Hotels,2022,5,159
080168,Rural tourism,2007,1,14
080168,Rural tourism,2008,1,14
080168,Rural tourism,2009,1,14
080168,Rural tourism,2010,1,14
080168,Rural tourism,2011,1,14
080168,Rural tourism,2012,1,14
080168,Rural tourism,2013,1,14
080168,Rural tourism,2014,1,14
080168,Rural tourism,2015,1,14
080168,Rural tourism,2016,1,14
080168,Rural tourism,2017,1,14
080168,Rural tourism,2018,1,14
080168,Rural tourism,2019,1,14
080168,Rural tourism,2020,1,14
